year,rank,title,artist,title_clean,artist_clean,primary_artist,spotify_id,spotify_title,spotify_artist,spotify_album,album_type,release_date,release_date_precision,popularity,explicit,duration_ms,disc_number,track_number,isrc,spotify_url,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,audio_features_available
2013,64,"""I Cry""",Flo Rida,i cry,flo rida,flo rida,4bZd0nRuX8HyjeXAUBczvm,I Cry,Flo Rida,Wild Ones,album,2012-06-22,day,76,False,223800,1,8,USAT21202584,https://open.spotify.com/track/4bZd0nRuX8HyjeXAUBczvm,,,,,,,,,,,,,,False
2013,65,"""Little Talks""",Of Monsters and Men,little talks,of monsters and men,of monsters and men,0dGVOz8yFNtoF9TNOLv4MW,Little Talks,Of Monsters and Men,LIVE FROM VATNAGARÐAR,album,2013-01-01,day,39,False,212935,1,6,USUG11300945,https://open.spotify.com/track/0dGVOz8yFNtoF9TNOLv4MW,,,,,,,,,,,,,,False
2013,66,"""The Other Side""",Jason Derulo,the other side,jason derulo,jason derulo,5FljCWR0cys07PQ9277GTz,The Other Side,Jason Derulo,Talk Dirty,album,2013-09-16,day,65,False,226986,1,8,USWB11301002,https://open.spotify.com/track/5FljCWR0cys07PQ9277GTz,,,,,,,,,,,,,,False
2013,67,"""Berzerk""",Eminem,berzerk,eminem,eminem,6Xk7PnitV9jCRorWt2LiVZ,Berzerk,Eminem,The Marshall Mathers LP2 (Deluxe),album,2013-11-05,day,66,True,238746,1,8,USUM71311375,https://open.spotify.com/track/6Xk7PnitV9jCRorWt2LiVZ,,,,,,,,,,,,,,False
2013,68,"""Catch My Breath""",Kelly Clarkson,catch my breath,kelly clarkson,kelly clarkson,5qxPabNDnJQ551Tf4v6k3j,Catch My Breath,Kelly Clarkson,Greatest Hits - Chapter One,compilation,2012-11-19,day,60,False,250386,1,13,GBCTA1200205,https://open.spotify.com/track/5qxPabNDnJQ551Tf4v6k3j,,,,,,,,,,,,,,False
2013,69,"""Crash My Party""",Luke Bryan,crash my party,luke bryan,luke bryan,6GBUsjHfZuweYf5lQEz6mP,Crash My Party,Luke Bryan,Crash My Party,album,2013-01-01,day,70,False,234760,1,3,USUM71303132,https://open.spotify.com/track/6GBUsjHfZuweYf5lQEz6mP,,,,,,,,,,,,,,False
2013,70,"""Pour It Up""",Rihanna,pour it up,rihanna,rihanna,6G4f9KqW6dO6FLB2ufAdTv,Pour It Up,Rihanna,Unapologetic (Deluxe Version),album,2013-01-01,day,39,False,161200,1,4,USUM71214739,https://open.spotify.com/track/6G4f9KqW6dO6FLB2ufAdTv,,,,,,,,,,,,,,False
2013,71,"""22""",Taylor Swift,22,taylor swift,taylor swift,3yII7UwgLF6K5zW3xad3MP,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),album,2021-11-12,day,71,False,230960,1,6,USUG12103666,https://open.spotify.com/track/3yII7UwgLF6K5zW3xad3MP,,,,,,,,,,,,,,False
2013,72,"""I Want Crazy""",Hunter Hayes,i want crazy,hunter hayes,hunter hayes,4FkgULes13bk2eHrsJg4q9,I Want Crazy - Encore,Hunter Hayes,Hunter Hayes (Encore),album,2011,year,65,False,236865,1,14,USAT21300728,https://open.spotify.com/track/4FkgULes13bk2eHrsJg4q9,,,,,,,,,,,,,,False
2013,73,"""The Fox (What Does the Fox Say?)""",Ylvis,the fox (what does the fox say?),ylvis,ylvis,5HOpkTTVcmZHnthgyxrIL8,The Fox (What Does the Fox Say?),Ylvis,The Fox (What Does the Fox Say?),single,2013-09-02,day,68,False,213708,1,1,NOAGW1300374,https://open.spotify.com/track/5HOpkTTVcmZHnthgyxrIL8,,,,,,,,,,,,,,False
2013,74,"""Best Song Ever""",One Direction,best song ever,one direction,one direction,5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction,Midnight Memories (Deluxe),album,2013-11-25,day,79,False,200111,1,1,GBHMU1300102,https://open.spotify.com/track/5T7ZFtCcOgkpjxcuaeZbw0,,,,,,,,,,,,,,False
2013,76,"""Carry On""",Fun,carry on,fun,fun,3ICpzskEPuha16MMGjw9kE,Carry On - Live,fun.,Before Shane Went to Bangkok: FUN. LIVE in the USA,album,2013-12-16,day,19,False,291000,1,3,USAT21304659,https://open.spotify.com/track/3ICpzskEPuha16MMGjw9kE,,,,,,,,,,,,,,False
2013,78,"""That's My Kind of Night""",Luke Bryan,that's my kind of night,luke bryan,luke bryan,5HGibWoxnkYSkl6mHmAlOE,That's My Kind Of Night,Luke Bryan,Crash My Party,album,2013-01-01,day,75,False,190186,1,1,USUM71307711,https://open.spotify.com/track/5HGibWoxnkYSkl6mHmAlOE,,,,,,,,,,,,,,False
2013,79,"""Swimming Pools (Drank)""",Kendrick Lamar,swimming pools (drank),kendrick lamar,kendrick lamar,6REbwUNlppTfcnV4d4ZoZi,Swimming Pools (Drank),Kendrick Lamar,Swimming Pools (Drank),single,2012-01-01,day,84,True,247800,1,1,USUM71207642,https://open.spotify.com/track/6REbwUNlppTfcnV4d4ZoZi,,,,,,,,,,,,,,False
2013,80,"""Sure Be Cool If You Did""",Blake Shelton,sure be cool if you did,blake shelton,blake shelton,5yIiXdLRE85OBiQmCaUenq,Sure Be Cool If You Did,Blake Shelton,Based on a True Story... (Deluxe Edition),album,2013-03-26,day,63,False,215720,1,2,USWB11203181,https://open.spotify.com/track/5yIiXdLRE85OBiQmCaUenq,,,,,,,,,,,,,,False
2013,81,"""#Beautiful""",Mariah Carey featuring Miguel,#beautiful,mariah carey featuring miguel,mariah carey,42h5S4MTO32jEMgYjdPPq4,#Beautiful - #Hermosa – Spanglish Version,"Mariah Carey, Miguel",#Beautiful (#Hermosa – Spanglish Version),single,2013-01-01,day,20,True,201346,1,1,USUM71308527,https://open.spotify.com/track/42h5S4MTO32jEMgYjdPPq4,,,,,,,,,,,,,,False
2013,82,"""Troublemaker""",Olly Murs featuring Flo Rida,troublemaker,olly murs featuring flo rida,olly murs,0Q85FqyQibFVA3pGbdnmVf,Troublemaker - Cutmore Radio Edit,"Olly Murs, Cutmore",Remixes 1,album,2020-05-29,day,38,False,157172,1,7,GBARL1202020,https://open.spotify.com/track/0Q85FqyQibFVA3pGbdnmVf,,,,,,,,,,,,,,False
2013,83,"""Body Party""",Ciara,body party,ciara,ciara,0rFZaQ4crlGAzuCjWCQ2xu,Body Party,Ciara,Ciara,album,2013-07-08,day,66,False,234294,1,3,USSM11301017,https://open.spotify.com/track/0rFZaQ4crlGAzuCjWCQ2xu,,,,,,,,,,,,,,False
2013,84,"""Adorn""",Miguel,adorn,miguel,miguel,3w9PVE3uF2fnOx8atB690c,Adorn - Spotify Sessions,Miguel,Spotify Sessions London,album,2013-07-02,day,28,False,207946,1,8,USRC11300955,https://open.spotify.com/track/3w9PVE3uF2fnOx8atB690c,,,,,,,,,,,,,,False
2013,86,"""Let Me Love You (Until You Learn to Love Yourself)""",Ne-Yo,let me love you (until you learn to love yourself),ne-yo,ne-yo,4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,R.E.D. (Deluxe Edition),album,2012-01-01,day,72,False,251626,1,3,USUM71207198,https://open.spotify.com/track/4kte3OcW800TPvOVgrLLj8,,,,,,,,,,,,,,False
2013,87,"""U.O.E.N.O.""",Rocko featuring Future and Rick Ross,u.o.e.n.o.,rocko featuring future and rick ross,rocko,0HFrCOmhCYXlv4NdEwRAuj,"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,Gift Of Gab 2 (Deluxe Edition),album,2013-03-05,day,63,True,260276,1,3,USUYG1027104,https://open.spotify.com/track/0HFrCOmhCYXlv4NdEwRAuj,,,,,,,,,,,,,,False
2013,88,"""Next to Me""",Emeli Sandé,next to me,emeli sandé,emeli sandé,64HUfoPQZIekf2hFQMmQsC,Next To Me - MOTi Remix,"Emeli Sandé, MOTi",Next To Me (Remixes),single,2013-01-01,day,18,False,348267,1,1,GBAAA1300129,https://open.spotify.com/track/64HUfoPQZIekf2hFQMmQsC,,,,,,,,,,,,,,False
2013,89,"""Mama's Broken Heart""",Miranda Lambert,mama's broken heart,miranda lambert,miranda lambert,2mXsZsJBThTaJXbNcg5QD4,Mama's Broken Heart,Miranda Lambert,Four The Record,album,2011-11-01,day,72,False,179053,1,5,USG4X1100017,https://open.spotify.com/track/2mXsZsJBThTaJXbNcg5QD4,,,,,,,,,,,,,,False
2013,90,"""It Goes Like This""",Thomas Rhett,it goes like this,thomas rhett,thomas rhett,6GsAD8PgHxmEuIPTG8GP3M,It Goes Like This,Thomas Rhett,It Goes Like This,album,2013-01-01,day,68,False,186080,1,5,USLXJ1307035,https://open.spotify.com/track/6GsAD8PgHxmEuIPTG8GP3M,,,,,,,,,,,,,,False
2013,92,"""Wanted""",Hunter Hayes,wanted,hunter hayes,hunter hayes,0p1BcEcYVO3uk4KDf3gzkY,Wanted,Hunter Hayes,Hunter Hayes (Encore),album,2011,year,67,False,228840,1,2,USAT21101196,https://open.spotify.com/track/0p1BcEcYVO3uk4KDf3gzkY,,,,,,,,,,,,,,False
2013,93,"""Downtown""",Lady Antebellum,downtown,lady antebellum,lady antebellum,4kY7rYtE4OQkJNq22OIYRI,Downtown,Lady A,Golden,album,2013-01-01,day,64,False,195866,1,4,USCN11300001,https://open.spotify.com/track/4kY7rYtE4OQkJNq22OIYRI,,,,,,,,,,,,,,False
2013,94,"""Get Your Shine On""",Florida Georgia Line,get your shine on,florida georgia line,florida georgia line,1VbSWmbNomKxSCCx81ZmZR,Get Your Shine On,Florida Georgia Line,Here's To The Good Times...This Is How We Roll,album,2013-01-01,day,39,False,221000,1,3,USUM71208066,https://open.spotify.com/track/1VbSWmbNomKxSCCx81ZmZR,,,,,,,,,,,,,,False
2013,95,"""#thatPower""",will.i.am featuring Justin Bieber,#thatpower,will.i.am featuring justin bieber,will.i.am,01TuObJVd7owWchVRuQbQw,#thatPOWER,"will.i.am, Justin Bieber",#willpower (Deluxe),album,2013-01-01,day,72,False,279506,1,9,USUM71302526,https://open.spotify.com/track/01TuObJVd7owWchVRuQbQw,,,,,,,,,,,,,,False
2013,96,"""Brave""",Sara Bareilles,brave,sara bareilles,sara bareilles,6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,The Blessed Unrest,album,2013-07-16,day,69,False,220460,1,1,USSM11301638,https://open.spotify.com/track/6Uy6K3KdmUdAfelUp0SeXn,,,,,,,,,,,,,,False
2013,97,"""Let Her Go""",Passenger,let her go,passenger,passenger,38OudvGwGjmc5R4sDb2rd0,Let Her Go - Acoustic,Passenger,All The Little Lights (Deluxe Version),album,2013-02-17,day,50,False,266626,2,1,GBMQN1200002,https://open.spotify.com/track/38OudvGwGjmc5R4sDb2rd0,,,,,,,,,,,,,,False
2013,98,"""Runnin' Outta Moonlight""",Randy Houser,runnin' outta moonlight,randy houser,randy houser,4vlJejZrcujj0nSCqIBeWn,Runnin' Outta Moonlight,Randy Houser,How Country Feels,album,2013-01-22,day,68,False,193773,1,1,US58E1200344,https://open.spotify.com/track/4vlJejZrcujj0nSCqIBeWn,,,,,,,,,,,,,,False
2013,99,"""I'm Different""",2 Chainz,i'm different,2 chainz,2 chainz,1odwi1SN3pJKENZe12U2OQ,I'm Different,2 Chainz,Based On A T.R.U. Story (Deluxe),album,2012-01-01,day,62,True,207040,1,6,USUM71208020,https://open.spotify.com/track/1odwi1SN3pJKENZe12U2OQ,,,,,,,,,,,,,,False
2013,100,"""Still Into You""",Paramore,still into you,paramore,paramore,1yjY7rpaAQvKwpdUliHx0d,Still into You,Paramore,Paramore,album,2013-04-05,day,85,False,216013,1,9,USAT21300012,https://open.spotify.com/track/1yjY7rpaAQvKwpdUliHx0d,,,,,,,,,,,,,,False
2014,1,"""Happy""",Pharrell Williams,happy,pharrell williams,pharrell williams,60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""",Pharrell Williams,G I R L,album,2014-03-03,day,83,False,233306,1,5,USQ4E1300686,https://open.spotify.com/track/60nZcImufyMA1MKQY3dcCH,,,,,,,,,,,,,,False
2014,2,"""Dark Horse""",Katy Perry featuring Juicy J,dark horse,katy perry featuring juicy j,katy perry,5FjCXLGumi6hvUmdP5hR4L,Dark Horse,Katy Perry,Halloween Dancefloor Hits 2024: Shake your boo-ty,compilation,2024-10-29,day,31,False,216373,1,12,USUM71402551,https://open.spotify.com/track/5FjCXLGumi6hvUmdP5hR4L,,,,,,,,,,,,,,False
2014,3,"""All of Me""",John Legend,all of me,john legend,john legend,3rKvSHAmZ28B33JCTVnsu3,All of Me - Live,John Legend,All of Me (Live),single,2014-09-23,day,34,False,299666,1,1,USSM11406849,https://open.spotify.com/track/3rKvSHAmZ28B33JCTVnsu3,,,,,,,,,,,,,,False
2014,4,"""Fancy""",Iggy Azalea featuring Charli XCX,fancy,iggy azalea featuring charli xcx,iggy azalea,3oiMJQAWVaxSubJ7b2VUtX,Fancy,"Iggy Azalea, Charli xcx",The New Classic (Deluxe Version),album,2014-01-01,day,71,True,199938,1,5,GBUM71400597,https://open.spotify.com/track/3oiMJQAWVaxSubJ7b2VUtX,,,,,,,,,,,,,,False
2014,5,"""Counting Stars""",OneRepublic,counting stars,onerepublic,onerepublic,6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,OneRepublic,Native,album,2014-01-01,day,75,False,257840,1,1,USUM71301306,https://open.spotify.com/track/6sy3LkhNFjJWlaeSMNwQ62,,,,,,,,,,,,,,False
2014,6,"""Talk Dirty""",Jason Derulo featuring 2 Chainz,talk dirty,jason derulo featuring 2 chainz,jason derulo,1dI22ofKkUF8SoQqWtgEOI,Talk Dirty (En Español) (feat. 2 Chainz),"Jason Derulo, 2 Chainz",Talk Dirty (En Español) [feat. 2 Chainz],single,2014-03-11,day,17,True,177662,1,1,USWB11400459,https://open.spotify.com/track/1dI22ofKkUF8SoQqWtgEOI,,,,,,,,,,,,,,False
2014,7,"""Rude""",Magic!,rude,magic!,magic!,6RtPijgfPKROxEzTHNRiDp,Rude,MAGIC!,Don't Kill the Magic,album,2014-06-25,day,87,False,224849,1,1,CAV161300016,https://open.spotify.com/track/6RtPijgfPKROxEzTHNRiDp,,,,,,,,,,,,,,False
2014,8,"""All About That Bass""",Meghan Trainor,all about that bass,meghan trainor,meghan trainor,0ifSeVGUr7py5GggttDhXw,All About That Bass,Meghan Trainor,All About That Bass,single,2014-06-30,day,60,True,188754,1,1,USSM11401317,https://open.spotify.com/track/0ifSeVGUr7py5GggttDhXw,,,,,,,,,,,,,,False
2014,9,"""Problem""",Ariana Grande featuring Iggy Azalea,problem,ariana grande featuring iggy azalea,ariana grande,7vS3Y0IKjde7Xg85LWIEdP,Problem,"Ariana Grande, Iggy Azalea",My Everything (Deluxe),album,2014-08-22,day,81,False,193920,1,2,USUM71405403,https://open.spotify.com/track/7vS3Y0IKjde7Xg85LWIEdP,,,,,,,,,,,,,,False
2014,10,"""Stay with Me""",Sam Smith,stay with me,sam smith,sam smith,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,In The Lonely Hour,album,2014-05-26,day,84,False,172723,1,3,GBUM71308833,https://open.spotify.com/track/5Nm9ERjJZ5oyfXZTECKmRt,,,,,,,,,,,,,,False
2014,11,"""Timber""",Pitbull featuring Kesha,timber,pitbull featuring kesha,pitbull,3cHyrEgdyYRjgJKSOiOtcS,Timber,"Pitbull, Kesha",Global Warming: Meltdown (Deluxe Version),album,2012,year,87,False,204134,1,13,USRC11301695,https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS,,,,,,,,,,,,,,False
2014,12,"""Pompeii""",Bastille,pompeii,bastille,bastille,6L8ioSFZVWeJK2jkOCkflj,Pompeii - Live From Capitol Studios/2013,Bastille,Oblivion,single,2014-09-07,day,36,False,215093,1,3,GBUM71401141,https://open.spotify.com/track/6L8ioSFZVWeJK2jkOCkflj,,,,,,,,,,,,,,False
2014,13,"""Shake It Off""",Taylor Swift,shake it off,taylor swift,taylor swift,5xTtaWoae3wi06K5WfVUUH,Shake It Off,Taylor Swift,1989,album,2014-10-27,day,75,False,219200,1,6,USCJY1431349,https://open.spotify.com/track/5xTtaWoae3wi06K5WfVUUH,,,,,,,,,,,,,,False
2014,14,"""Am I Wrong""",Nico & Vinz,am i wrong,nico & vinz,nico,1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,Nico & Vinz,Black Star Elephant,album,2014,year,81,False,245866,1,2,USWB11304681,https://open.spotify.com/track/1fidCEsYlaVE3pHwKCvpFZ,,,,,,,,,,,,,,False
2014,15,"""Turn Down for What""",DJ Snake and Lil Jon,turn down for what,dj snake and lil jon,dj snake and lil jon,67awxiNHNyjMXhVgsHuIrs,Turn Down for What,"DJ Snake, Lil Jon",Turn Down for What,single,2013-12-18,day,73,False,213733,1,1,USSM11308174,https://open.spotify.com/track/67awxiNHNyjMXhVgsHuIrs,,,,,,,,,,,,,,False
2014,16,"""The Monster""",Eminem featuring Rihanna,the monster,eminem featuring rihanna,eminem,48RrDBpOSSl1aLVCalGl5C,The Monster,"Eminem, Rihanna",The Marshall Mathers LP2,album,2013-11-05,day,85,True,250188,1,12,USUM71314082,https://open.spotify.com/track/48RrDBpOSSl1aLVCalGl5C,,,,,,,,,,,,,,False
2014,17,"""Say Something""",A Great Big World and Christina Aguilera,say something,a great big world and christina aguilera,a great big world and christina aguilera,6Vc5wAMmXdKIAM7WUoEb7N,Say Something,"A Great Big World, Christina Aguilera",Is There Anybody Out There?,album,2014-01-20,day,72,False,229404,1,13,USSM11306713,https://open.spotify.com/track/6Vc5wAMmXdKIAM7WUoEb7N,,,,,,,,,,,,,,False
2014,18,"""Team""",Lorde,team,lorde,lorde,3G6hD9B2ZHOsgf4WfNu7X1,Team,Lorde,Pure Heroine,album,2013-09-27,day,83,False,193058,1,6,NZUM71300124,https://open.spotify.com/track/3G6hD9B2ZHOsgf4WfNu7X1,,,,,,,,,,,,,,False
2014,19,"""Let Her Go""",Passenger,let her go,passenger,passenger,4bevAkHQ5o60zclWm8NJoX,Let Her Go - Live from the Sydney Opera House,Passenger,Spotify Sessions (Live from Sydney Opera House),single,2014-06-13,day,11,False,212253,1,1,GBMQN1400066,https://open.spotify.com/track/4bevAkHQ5o60zclWm8NJoX,,,,,,,,,,,,,,False
2014,20,"""Royals""",Lorde,royals,lorde,lorde,2dLLR6qlu5UJ5gk0dKz0h3,Royals,Lorde,Pure Heroine,album,2013-09-27,day,81,False,190185,1,3,NZUM71200031,https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3,,,,,,,,,,,,,,False
2014,21,"""Let It Go""",Idina Menzel,let it go,idina menzel,idina menzel,1ot4ALEJcu8PS7Sjtp1xYV,"Let It Go - From ""Frozen""/Dave Audé Club Remix",Idina Menzel,"Let It Go Remixes (From ""Frozen"")",single,2014-01-01,day,41,False,348946,1,1,USWD11468054,https://open.spotify.com/track/1ot4ALEJcu8PS7Sjtp1xYV,,,,,,,,,,,,,,False
2014,22,"""Wake Me Up""",Avicii,wake me up,avicii,avicii,0UgLHf4WheJhiTIgixmZ01,Wake Me Up,Avicii,The Workout Mix,compilation,2014-07-02,day,11,False,245560,1,1,QMDA61393905,https://open.spotify.com/track/0UgLHf4WheJhiTIgixmZ01,,,,,,,,,,,,,,False
2014,23,"""Demons""",Imagine Dragons,demons,imagine dragons,imagine dragons,3LlAyCYU26dvFZBDUIMb7a,Demons,Imagine Dragons,Night Visions,album,2012-09-04,day,76,False,175200,1,4,USUM71201071,https://open.spotify.com/track/3LlAyCYU26dvFZBDUIMb7a,,,,,,,,,,,,,,False
2014,24,"""Story of My Life""",One Direction,story of my life,one direction,one direction,6Hi66DT944tTaUHn1h4E7e,Story of My Life - Live X Factor Performance,One Direction,Midnight Memories,single,2014-03-09,day,38,False,258706,1,2,GBHMU1300556,https://open.spotify.com/track/6Hi66DT944tTaUHn1h4E7e,,,,,,,,,,,,,,False
2014,25,"""Chandelier""",Sia,chandelier,sia,sia,1F42Ox5sB2wHdy3aDrs3K9,Chandelier - Piano Version,Sia,Chandelier (Piano Version),single,2014-09-09,day,40,False,240400,1,1,USRC11402032,https://open.spotify.com/track/1F42Ox5sB2wHdy3aDrs3K9,,,,,,,,,,,,,,False
2014,26,"""Black Widow""",Iggy Azalea featuring Rita Ora,black widow,iggy azalea featuring rita ora,iggy azalea,7pNC5ZIKtwUK0ReSpM3P9f,Black Widow,"Iggy Azalea, Rita Ora",The New Classic,album,2014-01-01,day,68,True,209423,1,10,GBUM71401093,https://open.spotify.com/track/7pNC5ZIKtwUK0ReSpM3P9f,,,,,,,,,,,,,,False
2014,27,"""Bang Bang""","Jessie J, Ariana Grande and Nicki Minaj",bang bang,"jessie j, ariana grande and nicki minaj","jessie j, ariana grande and nicki minaj",0puf9yIluy9W0vpMEUoAnN,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",Sweet Talker (Deluxe Version),album,2014-10-10,day,82,False,199386,1,4,USUM71409737,https://open.spotify.com/track/0puf9yIluy9W0vpMEUoAnN,,,,,,,,,,,,,,False
2014,29,"""Maps""",Maroon 5,maps,maroon 5,maroon 5,4gbVRS8gloEluzf0GzDOFc,Maps,Maroon 5,V,album,2014-09-02,day,87,False,189960,1,1,USUM71407116,https://open.spotify.com/track/4gbVRS8gloEluzf0GzDOFc,,,,,,,,,,,,,,False
2014,31,"""Best Day of My Life""",American Authors,best day of my life,american authors,american authors,5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,American Authors,"Oh, What A Life",album,2014-01-01,day,81,False,194240,1,3,USUM71302187,https://open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP,,,,,,,,,,,,,,False
2014,32,"""Habits (Stay High)""",Tove Lo,habits (stay high),tove lo,tove lo,14OxJlLdcHNpgsm4DRwDOB,Habits (Stay High),Tove Lo,Queen Of The Clouds,album,2014-01-01,day,81,False,209160,1,13,SE3NM1300101,https://open.spotify.com/track/14OxJlLdcHNpgsm4DRwDOB,,,,,,,,,,,,,,False
2014,33,"""Summer""",Calvin Harris,summer,calvin harris,calvin harris,6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,Motion,album,2014-10-31,day,87,False,222533,1,8,GBARL1400296,https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05,,,,,,,,,,,,,,False
2014,34,"""Boom Clap""",Charli XCX,boom clap,charli xcx,charli xcx,7982sGZuvo5OXsY6REzgIn,Boom Clap,Charli xcx,SUCKER,album,2014-12-15,day,72,False,169866,1,6,GBAHS1400160,https://open.spotify.com/track/7982sGZuvo5OXsY6REzgIn,,,,,,,,,,,,,,False
2014,36,"""Anaconda""",Nicki Minaj,anaconda,nicki minaj,nicki minaj,4M7aciOBSbGnh1bN3YbuS0,Anaconda,Nicki Minaj,The Pinkprint,album,2014-12-12,day,63,True,260239,1,12,USCM51400260,https://open.spotify.com/track/4M7aciOBSbGnh1bN3YbuS0,,,,,,,,,,,,,,False
2014,37,"""Break Free""",Ariana Grande featuring Zedd,break free,ariana grande featuring zedd,ariana grande,1VGnGcB9mBywGac3H9yoQj,Break Free - A Cappella,Ariana Grande,Break Free,single,2014-07-02,day,33,False,203028,1,2,USUM72409808,https://open.spotify.com/track/1VGnGcB9mBywGac3H9yoQj,,,,,,,,,,,,,,False
2014,39,"""Burn""",Ellie Goulding,burn,ellie goulding,ellie goulding,5lF0pHbsJ0QqyIrLweHJPW,Burn,Ellie Goulding,Halcyon Nights,album,2012-10-12,day,80,False,231213,2,1,GBUM71303482,https://open.spotify.com/track/5lF0pHbsJ0QqyIrLweHJPW,,,,,,,,,,,,,,False
2014,40,"""Wiggle""",Jason Derulo featuring Snoop Dogg,wiggle,jason derulo featuring snoop dogg,jason derulo,0c1VWkV7QCnwR1vdERqee1,Wiggle (feat. Snoop Dogg) - TWRK Remix,"Jason Derulo, Snoop Dogg",Wiggle (feat. Snoop Dogg) [TWRK Remix],single,2014-07-29,day,35,False,232275,1,1,USWB11401937,https://open.spotify.com/track/0c1VWkV7QCnwR1vdERqee1,,,,,,,,,,,,,,False
2014,41,"""Rather Be""",Clean Bandit featuring Jess Glynne,rather be,clean bandit featuring jess glynne,clean bandit,3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",Rather Be (feat. Jess Glynne),single,2014-01-17,day,76,False,227833,1,1,GBAHS1300498,https://open.spotify.com/track/3s4U7OHV7gnj42VV72eSZ6,,,,,,,,,,,,,,False
2014,43,"""Show Me""",Kid Ink featuring Chris Brown,show me,kid ink featuring chris brown,kid ink,4q6dqyGM25sKFU8nYAGRe4,Show Me (feat. Chris Brown),"Kid Ink, Chris Brown",My Own Lane (Expanded Edition),album,2014-01-06,day,77,True,217800,1,3,USRC11301420,https://open.spotify.com/track/4q6dqyGM25sKFU8nYAGRe4,,,,,,,,,,,,,,False
2014,44,"""Wrecking Ball""",Miley Cyrus,wrecking ball,miley cyrus,miley cyrus,2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),album,2013-10-04,day,84,False,221366,1,6,USRC11301214,https://open.spotify.com/track/2vwlzO0Qp8kfEtzTsCXfyE,,,,,,,,,,,,,,False
2014,45,"""Not a Bad Thing""",Justin Timberlake,not a bad thing,justin timberlake,justin timberlake,3nB82yGjtbQFSU0JLAwLRH,Not a Bad Thing,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),album,2013-09-27,day,58,True,691757,1,11,USRC11301024,https://open.spotify.com/track/3nB82yGjtbQFSU0JLAwLRH,,,,,,,,,,,,,,False
2014,46,"""Roar""",Katy Perry,roar,katy perry,katy perry,27tNWlhdAryQY04Gb2ZhUI,Roar,Katy Perry,PRISM,album,2013-01-01,day,81,False,223546,1,1,USUM71308669,https://open.spotify.com/track/27tNWlhdAryQY04Gb2ZhUI,,,,,,,,,,,,,,False
2014,47,"""Ain't It Fun""",Paramore,ain't it fun,paramore,paramore,7EbMEfsCq8VJiKGyCSuPyu,Ain't It Fun - Radio Edit,Paramore,Ain't It Fun Remix EP,single,2014-06-24,day,44,False,231546,1,1,USAT21302104,https://open.spotify.com/track/7EbMEfsCq8VJiKGyCSuPyu,,,,,,,,,,,,,,False
2014,48,"""The Man""",Aloe Blacc,the man,aloe blacc,aloe blacc,77ZDYZaY5ppRrVqZOMUF2P,The Man - Draft Day Mix,Aloe Blacc,The Man (Draft Day Mix),single,2014-01-01,day,16,False,239146,1,1,QMB8Q1400030,https://open.spotify.com/track/77ZDYZaY5ppRrVqZOMUF2P,,,,,,,,,,,,,,False
2014,50,"""Classic""",MKTO,classic,mkto,mkto,2aSsLIGNZopiV3i2I76tau,MKTO on Classic,MKTO,Track by Track Commentary,album,2014-01-06,day,11,False,45680,1,2,USSM11401734,https://open.spotify.com/track/2aSsLIGNZopiV3i2I76tau,,,,,,,,,,,,,,False
2014,51,"""A Sky Full of Stars""",Coldplay,a sky full of stars,coldplay,coldplay,0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,Ghost Stories,album,2014-05-16,day,88,False,267866,1,8,GBAYE1400217,https://open.spotify.com/track/0FDzzruyVECATHXKHFs9eJ,,,,,,,,,,,,,,False
2014,52,"""Don't""",Ed Sheeran,don't,ed sheeran,ed sheeran,1huvTbEYtgltjQRXzrNKGi,Don't,Ed Sheeran,x (Deluxe Edition),album,2014-06-21,day,73,False,219840,1,4,GBAHS1400090,https://open.spotify.com/track/1huvTbEYtgltjQRXzrNKGi,,,,,,,,,,,,,,False
